author,datetype,docid,enddate,enumcron,filepath,genres,imprint,imprintdate,locnum,oclc,place,recordid,sampledas,startdate,subjects,title
"Bromfield, Louis,",s,uc1.$b322872,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b322872.basic.json.bz2,Fiction,New York|Frederick A. Stokes Company|1926.,1926,PZ3.B7876Ea,279937,nyu,000582407,fic,1926,,Early autumn;
"Vane, Sutton,",s,uc1.$b322885,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b322885.basic.json.bz2,Drama,New York|Boni and Liveright|c1924,1924,PR6043.A5O8 1924,981174,nyu,001374043,dra,1924,,Outward bound
"Aiken, Conrad,",s,uc1.$b322902,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b322902.basic.json.bz2,Fiction,"New York, Boni & Liveright|1925.",1925,PZ3.A2912Br,795654,nyu,000114409,fic,1925,,Bring! bring! and other stories
"Baring, Maurice,",s,uc1.$b322936,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b322936.basic.json.bz2,Fiction,London|W. Heinemann|1934,1934,PZ3.B2395Lo,1931234,enk,006548019,fic,1934,,The lonely lady of Dulwich
"(Frederick Ritchie), Bechdolt, Frederick R.",s,uc1.$b322978,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b322978.basic.json.bz2,Fiction,"Garden City, N. Y.|Doubleday|c1931.",1931,,1934949,nyu,006548045,fic,1931,,Riders of the San Pedro
"Hay, Ian.",s,uc1.$b322996,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b322996.basic.json.bz2,Fiction,Boston|New York|Houghton Mifflin Company|1923.,1923,PZ3.B3985Lu,1855292,mau,006548060,fic,1923,,The lucky number;
"Hay, Ian.",s,uc1.$b323000,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b323000.basic.json.bz2,Fiction,London|Hodder and Stoughton|1924.,1924,,2593512,enk,006548063,fic,1924,,The shallow end
"Bell, Vereen,",s,uc1.$b323006,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b323006.basic.json.bz2,Fiction,"Boston|Little, Brown|1943.",1943,,25252462,mau,006548069,fic,1943,,Two of a kind
"Benefield, Barry,",s,uc1.$b323020,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b323020.basic.json.bz2,NotFiction,New York|Grosset and Dunlap|c1925,1925,,546781,nyu,000282473,non,1925,,The chicken-wagon family
"Brophy, John,",s,uc1.$b323462,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b323462.basic.json.bz2,Fiction,New York and London|Harper & brothers|1944,1944,PZ3.B79492Tar,2339212,xx ,006548334,fic,1944,"Fiction|World War, 1939-1945",Target island
"Brush, Katharine,",s,uc1.$b323470,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b323470.basic.json.bz2,Fiction,"New York|Farrar & Rinehart, incorporated|1933",1933,PZ3.B8395Ot,1719318,nyu,000585926,fic,1933,,Other women
"(William Riley), Burnett, W. R.",s,uc1.$b323492,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b323492.basic.json.bz2,Fiction,New York|A. A. Knopf|1943.,1943,PZ3.B93444No,1708637,nyu,004952970,non,1943,,Nobody lives forever
"(William Riley), Burnett, W. R.",s,uc1.$b323494,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b323494.basic.json.bz2,NotFiction,London|Toronto|W. Heinemann Ltd.|1946,1946,,29605938,enk,006548354,non,1946,,Tomorrows another day
"Caldwell, Erskine,",s,uc1.$b323528,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b323528.basic.json.bz2,Fiction,"New York|Duell, Sloan and Pearce|1944",1944,PZ3.C12734St,940015,nyu,000622169,non,1944,,Stories by Erskine Caldwell;
"Campbell, Ronald Grayson.",s,uc1.$b323545,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b323545.basic.json.bz2,Fiction,Sydney|Angus and Robertson|1955.,1955,,10849217,at ,006548382,fic,1955,,The Mudflat million
"(William C.) Chambliss, W. C.",s,uc1.$b323556,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b323556.basic.json.bz2,NotFiction,"New York|Harcourt, Brace and company|1944",1944,,635774,xx ,006548391,non,1944,"Fiction|World War, 1939-1945",Boomerang
"Arnold, Elliott,",s,uc1.$b324150,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b324150.basic.json.bz2,Fiction,"New York|Duell, Sloan and Pearce|1947",1947,PZ3.A7535Bl,2435731,nyu,006548476,non,1947,Fiction|Apache Indians|Wars,Blood brother
"(Thomas Bertram), Costain, Thomas B.",s,uc1.$b325248,    ,v.2,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b325248.basic.json.bz2,Fiction,"Garden City, N.Y.|Doubleday|1956.",1956,,296726,nyu,010106801,fic,1956,Collections|Fiction,Stories to remember
,s,uc1.$b325948,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b325948.basic.json.bz2,Fiction|Bibliographies,Cambridge;Harvard University Press;1960.,1960,PT5584.E5C35,295837,mau,000432990,fic,1960,,The history of Reynard the Fox
"Saunders, Henry Scholey,",s,uc1.$b326113,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b326113.basic.json.bz2,Poetry,New York|American Library Service|1923.,1923,PS3224,1234182,nyu,001028006,poe,1923,"Parodies, imitations, etc|Whitman, Walt|1819-1892",Parodies on Walt Whitman
"Arnold, Elliott,",s,uc1.$b326272,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b326272.basic.json.bz2,Fiction,"New York|Duell, Sloan and Pearce|1945",1945,PZ3.A7535To,1200813,nyu,000660224,non,1945,"World War, 1939-1945|Fiction",Tomorrow will sing
"Judson, Clara Ingram,",s,uc1.$b326309,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b326309.basic.json.bz2,Fiction|Juvenile audience,Boston|Houghton Mifflin|l945.,1945,,5542299,mau,006549139,fic,1945,,Petar's treasure
"Shemin, Margaretha.",s,uc1.$b326318,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b326318.basic.json.bz2,Juvenile audience|Fiction,New York;Coward-McCann;1969,1969,PZ7.S5417Em,32522,nyu,001417238,fic,1969,"Netherlands|Fiction|History|German occupation, 1940-1945",The empty moat
"(Stephen Warren), Meader, Stephen W.",s,uc1.$b326325,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b326325.basic.json.bz2,Fiction,"New York|Harcourt, Brace and company|1942",1942,PZ7.M49Sh,502016,nyu,006549152,fic,1942,,Shadow in the pines
"De Jong, Meindert,",s,uc1.$b326344,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b326344.basic.json.bz2,Fiction|Juvenile audience,New York|Harper|1959,1959,PZ3.D3666Mi,469854,nyu,001032429,fic,1959,O.T|Fiction|History of Biblical events|Bible,The mighty ones;
"Rich, Louise Dickinson,",s,uc1.$b326504,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b326504.basic.json.bz2,Fiction|Juvenile audience,New York|F. Watts|1968,1968,PZ7.R374Ss,436191,nyu,001031693,fic,1968,Fiction,Star Island boy
"Fraser, Edward Smith,",c,uc1.$b33029,1919,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b33029.basic.json.bz2,NotFiction,"New York|D. Van Nostrand|1921, 1919.",1921,,14005290,nyu,6563230,other,1921,Trucks|Automobiles,Motor vehicles and their engines
,s,uc1.$b334255,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b334255.basic.json.bz2,NotFiction|Bibliographies,"Sacramento;Printed in Caliornia State Printing Office, G. H. Moore, State Printer;1940",1940,HQ796.C3 1940,3988990,cau,009614316,other,1940,Social conditions|California|Economic conditions|Unemployed|Youth,Youth--California's future
"Caldwell, Erskine,",s,uc1.$b352347,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b352347.basic.json.bz2,Fiction,"New York|Duell, Sloan and Pearce|1944",1944,PZ3.C12734Tq,282523,nyu,000622992,fic,1944,,Tragic ground
"Proske, Beatrice Gilman,",s,uc1.$b353987,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b353987.basic.json.bz2,Biography|NotFiction,"Brookgreen, S. C.;Printed by order of the Trustees;1946.",1946,NB237.B26P7,6249435,scu,009479814,bio,1946,"Baillie, Robert Alexander|1880-","Robert A. Baillie, carver of stone"
"Grey, Zane,",s,uc1.$b358710,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b358710.basic.json.bz2,Fiction,"Roslyn, N. Y.|W. J. Black|c1940.",1940,,1908312,nyu,009996693,non,1940,,Twin Sombreros
"Gerhardie, William Alexander,",s,uc1.$b361319,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b361319.basic.json.bz2,Fiction,New York|Duffield & Company|1925.,1925,PZ3.G3141Po,2363371,nyu,006059608,fic,1925,,The polyglots;
"McDougall, Anne,",s,uc1.$b362841,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b362841.basic.json.bz2,NotFiction|Biography,Montreal|Harvest House|c1977.,1977,ND249.S28M331,3836788,quc,000134889,bio,1977,"1896-1971|Savage, Anne|Painters|Canada|Biography",Anne Savage
"Langfeldt, Gabriel,",s,uc1.$b367398,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b367398.basic.json.bz2,Biography|NotFiction,London|Allen & Unwin|1960,1960,B3329.S54L33,2795335,enk,9465717,bio,1960,"Schweitzer, Albert|1875-1965",Albert Schweitzer
"Sözen, Suzan.",s,uc1.$b367630,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b367630.basic.json.bz2,Fiction,İstanbul|Yeşil Oğlak Yayınları|1972,1972,PZ4.S682FoPL248.S58,737671,tu ,009465809,fic,1972,,The forbidden love (loves of Turhan Sultan) 17th century of Ottoman Empire
"Leflon, Jean,",m,uc1.$b368970,1970,v.1,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b368970.basic.json.bz2,NotFiction|Biography,New York|Fordham University Press|1961-70,1961-1970,BX4705.M4575L43,1806189,xx ,000159333,bio,1961,"Mazenod, Charles-Joseph-Eugène de|Saint|1782-1861|Oblates of Mary Immaculate",Eugene de Mazenod
"Bemelmans, Ludwig,",s,uc1.$b369097,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b369097.basic.json.bz2,NotFiction,New York|The Viking Press|1941.,1941,PS3503.E475H6 1941,399971,nyu,000431320,non,1941,,Hotel Splendide
"Ferguson, Donald Gardner,",s,uc1.$b37146,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b37146.basic.json.bz2,NotFiction,"Cambridge, Mass.|American Institute for Economic Research|1937",1937,,733899,xx ,006565555,non,1937,Inflation (Finance),Inflation's timing and warning symptoms of its explosive stage
"Cozzens, James Gould,",s,uc1.$b372626,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b372626.basic.json.bz2,Publishers' advertisements|Fiction,New York|William Morrow & Company|1928.,1928,PZ3.C83983Ck,1001270,nyu,000669246,fic,1928,,Cock pit
"Minty, L. Le M.",s,uc1.$b37540,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b37540.basic.json.bz2,NotFiction,London|P.S. King|1923.,1923,HG1601.M5,7478952,enk,6565829,other,1923,Banks and banking|United States,American banking methods
"Paton Walsh, Jill,",r,uc1.$b377147,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b377147.basic.json.bz2,Fiction|Juvenile audience,"New York|Farrar, Straus & Giroux|1970, c1969",1970,PZ7.P2735Fi3,69328,nyu,001417136,fic,1970,"Bombardment, 1940-1941|Fiction|Juvenile fiction|History",Fireweed
"Sassoon, Siegfried,",s,uc1.$b378013,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b378013.basic.json.bz2,Biography|Fiction,"Garden City, N.Y.|Doubleday, Doran & Company, inc.|1937.",1937,PR6037.A86M4 1937,854784,nyu,001020474,fic,1937,"World War, 1914-1918|Personal narratives, English",The memoirs of George Sherston;
"Goulart, Ron,",r,uc1.$b381371,1970,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b381371.basic.json.bz2,Bibliographies|Fiction,"Boston|Gregg Press|1977, c1970.",1977,PZ4.G692Af 1977PS3557.O85,2874098,mau,009455267,fic,1977,,After things fell apart
"Stagg, Jerry,",s,uc1.$b384847,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b384847.basic.json.bz2,NotFiction|Biography,New York|Random House|1968,1968,PN2266.S8,448983,nyu,000167965,bio,1968,"1875-1905|Shubert, Jacob J|1878?-1963|Shubert, Lee|1873?-1953|Shubert, Sam S|Theater|United States|History",The brothers Shubert
"Strong, Hilda Arthurs.",s,uc1.$b384967,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b384967.basic.json.bz2,NotFiction,Peiping|H. Vetch|1933.,1933,,260738,xx ,9450060,other,1933,"Art objects, Chinese|Art, Chinese",A sketch of Chinese arts and crafts
,s,uc1.$b387378,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b387378.basic.json.bz2,Poetry,London|Oxford University Press|1963.,1963,PR1225.L8,351860,enk,001372060,poe,1963,English poetry|20th century,A Group anthology
"Shakespeare, William,",|,uc1.$b387400,||||,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b387400.basic.json.bz2,UnknownGenre,Baltimore|Penguin Books|1957,1957,PR2820.A2B63,1269942,|||,1017865,dra,1957,"Black, Matthew Wilson|1367-1400|II|King of England|Richard|1895-|Drama",The tragedy of King Richard the Second
"Conrad, Joseph,",s,uc1.$b389693,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b389693.basic.json.bz2,Fiction,London|J.M. Dent|1923.,1923,,15160489,enk,009448155,fic,1923,,Romance
"MacDiarmid, Hugh,",s,uc1.$b389760,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b389760.basic.json.bz2,NotFiction,Harmondsworth|Penguin|1970,1970,PR6013.R735A17 1970c,106662,enk,000394285,non,1970,,Selected poems [of] Hugh MacDiarmid;
"Chatterjee, Margaret,",s,uc1.$b391269,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b391269.basic.json.bz2,Fiction,Calcutta|A Writers Workshop publication|c1973,1973,PZ4.C492A4PR6053.H38,1637790,ii ,000027899,fic,1973,,At the homeopath's and other stories
"Clark, William,",r,uc1.$b391276,1966,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b391276.basic.json.bz2,Fiction,Boston|Houghton Mifflin|1967 [c1966,1967,PZ4.C5967Nu2,1128885,mau,009447535,fic,1967,,Number 10;
"Diolé, Philippe.",s,uc1.$b391511,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b391511.basic.json.bz2,Fiction,London|Souvenir|1965,1965,,14221785,enk,009384869,fic,1965,,Okapi fever
"Estivals, Gabrielle,",s,uc1.$b391582,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b391582.basic.json.bz2,Fiction,New York|Knopf|1963 [c1962,1963,,1263365,nyu,001015386,fic,1963,,A gap in the wall
"Boulle, Pierre,",s,uc1.$b392455,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b392455.basic.json.bz2,Fiction,New York;Vanguard Press;1974,1974,PZ4.B764Vi3PQ2603.O754,1107000,nyu,001204718,fic,1974,,The virtues of hell
"Vercors,",s,uc1.$b392492,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b392492.basic.json.bz2,Fiction,"Boston|Little, Brown and Company|1947.",1947,PZ3.B8328Th,721187,mau,1015302,fic,1947,,Three short novels
"Ryan, Mary.",s,uc1.$b392620,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b392620.basic.json.bz2,NotFiction,Oxford|Cork University Press|1951.,1951,PQ2605.L2Z857,2056991,xx ,1205689,other,1951,"1868-1955|Claudel, Paul",Introduction to Paul Claudel
"Ponthier, François.",s,uc1.$b392913,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b392913.basic.json.bz2,Fiction,London|Cassell|1964,1964,,14198440,enk,009385532,fic,1964,,The man in armour
"Mohrt, Michel.",s,uc1.$b393017,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b393017.basic.json.bz2,Fiction,London|Weidenfeld & Nicolson|1967,1967,PZ3.M726 It 2,11168659,enk,009385589,fic,1967,,The Italian campaign
"Gide, André,",s,uc1.$b393414,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b393414.basic.json.bz2,Drama,London|Secker & Warburg|1950.,1950,PQ2613.I2O42 1950a,2185632,enk,001207661,dra,1950,,Oedipus and Theseus
"Godtsenhoven, Oscar van,",s,uc1.$b393550,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b393550.basic.json.bz2,Fiction,New York|Putnam|1954,1954,PZ3.G5456Sab,1672629,nyu,009385863,fic,1954,,The sable lion
"Chekhov, Anton Pavlovich,",s,uc1.$b396117,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b396117.basic.json.bz2,NotFiction,London|J. Calder|1959.,1959,,2067558,enk,009383608,non,1959,,Wife for sale
"Pope, Dudley.",s,uc1.$b396612,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b396612.basic.json.bz2,Fiction,"Garden City, N.Y.|Doubleday|1969.",1969,PZ4.P824TrPR6066.O5,218522,nyu,009383830,fic,1969,,The Triton brig
"Rayner, William.",c,uc1.$b396642,1968,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b396642.basic.json.bz2,Fiction,New York|Morrow|1969 [c1968,1969,PZ4.R275Las3PR6068.A95,3987,nyu,009383847,fic,1969,"Rebellion, 66-73|Jews|History|Fiction",The last days
"Das, Deb Kumar.",s,uc1.$b397938,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b397938.basic.json.bz2,Poetry,Calcutta|Writers Workshop Publication|1965,1965,PR6054.A75T5,15151954,ii ,000439046,poe,1965,,Through a glass darkly
"Imbuga, F. D.,",s,uc1.$b397978,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b397978.basic.json.bz2,Drama,Nairobi|East African Literature Bureau|1972.,1972,PR9381.9.I4F65,1322553,ke ,003582132,dra,1972,,The fourth trial (2 plays)
"Saha, Subhas Chandra,",s,uc1.$b397983,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b397983.basic.json.bz2,Poetry,Calcutta|Writers Workshop|1973.,1973,PR9499.3S15D6,1341308,ii ,001377729,poe,1973,,Down the silent night road
"Mackenzie, Kenneth,",s,uc1.$b398018,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b398018.basic.json.bz2,NotFiction,Sydney;Angus and Robertson;1972.,1972,PR9618.M3P6 1972,705184,at ,009384299,poe,1972,,The poems of Kenneth Mackenzie;
"Auchincloss, Louis.",s,uc1.$b399263,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b399263.basic.json.bz2,Fiction,Boston|Houghton Mifflin|1972.,1972,PZ3.A898IacPS3501.U25I2,416466,mau,000661891,fic,1972,,I come as a thief
"Remington, Frederic,",r,uc1.$b399284,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b399284.basic.json.bz2,Fiction,"Freeport, N.Y.|Books for Libraries Press|1970",1970,PZ3.R284St6PS2695.R72,90755,nyu,009383122,fic,1970,,Stories of peace and war
"Meltzer, David.",s,uc1.$b399389,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b399389.basic.json.bz2,Fiction,"North Hollywood, Calif.|Essex House|c1968.",1968,,2643679,cau,009383170,fic,1937,,Orf
"U'Tamsi, Felix Tchikaya",s,uc1.$b399479,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b399479.basic.json.bz2,NotFiction,Ibadan;Mbari Publications;c1964,1964,,2894827,nr ,007130532,poe,1964,African American authors|American poetry,Brush fire
"Gallico, Paul,",r,uc1.$b399842,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b399842.basic.json.bz2,Fiction,New York|Coward-McCann|1970,1970,PZ3.G13586Mat3PS3513.A413,79653,nyu,009383357,fic,1970,,Matilda
"Behn, Harry.",s,uc1.$b400478,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b400478.basic.json.bz2,Poetry,"New York|Harcourt, Brace & World|1949.",1949,PZ8.3.B395Li,245294,nyu,001032249,poe,1949,,The little hill
"Rawlings, Marjorie Kinnan,",s,uc1.$b401268,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b401268.basic.json.bz2,Fiction,New York|Scribner|c1967.,1967,,3856894,nyu,009382355,fic,1967,Deer|Folklore,The yearling
"Shelley, Elsa.",r,uc1.$b401314,1943,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b401314.basic.json.bz2,Fiction,New York|Dramatists Play Service|1946,1946,PS3537.H6415P5,3523476,nyu,009382369,fic,1946,,Pick-up girl;
"Caidin, Martin,",s,uc1.$b401400,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b401400.basic.json.bz2,Fiction,New York|Dutton|1969.,1969,PZ4.C133AnPS3555.A38,1517,nyu,009382409,fic,1969,,"Anytime, anywhere;"
"Gaffney, Robert.",s,uc1.$b404052,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b404052.basic.json.bz2,Fiction,New York|Dial Press|1970.,1970,PZ4.G126WoPS3557.A3,80388,nyu,009381914,fic,1970,"World War, 1939-1945|Fiction",A world of good
"Johnson, Stanley,",s,uc1.$b404060,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b404060.basic.json.bz2,Fiction,New York|Simon and Schuster|1968,1968,PZ4.J716Pr,441234,nyu,009381916,fic,1968,,The presidential plot
"Friedman, Roy,",s,uc1.$b404097,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b404097.basic.json.bz2,Fiction,New York|Stein and Day|1968,1968,PZ4.F89887In,228925,nyu,009381934,fic,1968,,The insurrection of Hippolytus Brandenberg
"Hochman, Sandra.",s,uc1.$b404239,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b404239.basic.json.bz2,NotFiction,New York|Viking Press|1974,1974,PS3558.O34F8,2695998,nyu,478334,poe,1974,,Futures; new poems
"Rhodes, Eugene Manlove,",s,uc1.$b405109,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b405109.basic.json.bz2,Fiction,Boston|and New York|Houghton Mifflin|1933.,1933,PZ3.R3443Tr,2484183,mau,009366144,non,1933,,The trusty knaves
"Crow, Carl,",s,uc1.$b40687,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b40687.basic.json.bz2,NotFiction|Bibliographies,New York|London|Harper & Brothers|1943,1943,HC103.C88,172641,nyu,006567830,non,1943,Social life and customs|Economic conditions,The great American customer
"Johnston, Alexander,",s,uc1.$b40867,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b40867.basic.json.bz2,NotFiction,New York|I. Washburn|1927.,1927,GV1125.J6,654002,xx ,006567934,non,1927,Boxing,Ten--and out!
"Sir, bart.], [Young, George,",s,uc1.$b41834,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b41834.basic.json.bz2,NotFiction|Biography,London|New York [etc.|Oxford university press|1937.,1937,DA501.A35Y6,3653626,enk,000108401,bio,1937,Frederick Louis|Prince of Wales|1707-1751,Poor Fred;
"Baker, George,",s,uc1.$b41877,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b41877.basic.json.bz2,NotFiction,New York|Simon and Schuster|1944,1944,D745.2.B32,709642,nyu,006568511,non,1944,"World War, 1939-1945|Humor|Caricatures and cartoons",The Sad Sack
"Stone, Ezra,",s,uc1.$b42161,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b42161.basic.json.bz2,NotFiction,New York and Philadelphia|J. B. Lippincott company|1944,1944,D810.E8S7,1392301,xx ,006568658,non,1944,"Soldiers|Personal narratives, American|Actors|Entertainment|Biography|World War, 1939-1945","Coming, Major!"
"(David Lewis), Cohn, David L.",s,uc1.$b42190,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b42190.basic.json.bz2,NotFiction,Boston|Houghton Mifflin Company|1947.,1947,D811.5.C63,648881,mau,006568674,non,1947,"World War, 1939-1945|Army Service Forces|United States|Personal narratives, American",This is the story
"(Thomas Richard), St. George, Thomas R.",s,uc1.$b42193,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b42193.basic.json.bz2,NotFiction,New York|Thomas Y. Crowell Co.|1943,1943,D811.S3 1943,396077,nyu,006568677,non,1943,"Personal narratives, American|Description and travel|United States|Military life|World War, 1939-1945|Army",c/o Postmaster
"Barton, Bruce,",s,uc1.$b42853,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b42853.basic.json.bz2,NotFiction,New York|Grosset & Dunlop|c1926.,1926,,2512636,nyu,006568967,non,1926,"Criticism, interpretation, etc|Bible",The Book nobody knows
"Aldanov, Mark Aleksandrovich,",s,uc1.$b432291,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b432291.basic.json.bz2,Fiction,New York|C. Scribner's Sons|1945.,1945,,1359004,nyu,001223788,fic,1945,"Baron|1788-1824|Byron, George Gordon Byron|Fiction",For thee the best
"Masters, Edgar Lee,",s,uc1.$b439790,    ,,/Volumes/TARDIS/work/hathifiles/counts/uc1.$b439790.basic.json.bz2,Fiction,"Prairie City, Ill.|The Press of James A. Decker|1942.",1942,PS3525.A83A8,2363005,ilu,9241099,fic,1942,,Along the Illinois
"Pitter, Ruth,",s,uc1.$b440678,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b440678.basic.json.bz2,Poetry,London|Cresset Press|1966.,1966,PR6031.I7S7,1614234,enk,001376552,poe,1966,,Still by choice
"Stringer, Arthur,",s,uc1.$b440710,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b440710.basic.json.bz2,NotFiction|Biography,Indianapolis|The Bobbs-Merrill Company|1948.,1948,PR6003.R4Z75,638018,inu,000030276,bio,1948,"Brooke, Rupert|1887-1915",Red wine of youth
"Widdemer, Margaret.",s,uc1.$b440774,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b440774.basic.json.bz2,Poetry,"Garden City, N.Y.|Doubleday|1958.",1958,PS3545.I175A17 1958,1213445,nyu,001029701,poe,1958,,The dark cavalier
"Rich, Adrienne,",s,uc1.$b440777,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b440777.basic.json.bz2,Poetry|Autographs|Authors' presentation inscriptions,New York|W.W. Norton|1966.,1966,PS3535.I233N4,286015,nyu,001377251,poe,1966,,Necessities of life
"Campbell, Roy,",s,uc1.$b440781,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b440781.basic.json.bz2,Poetry,London|Boriswood|1936,1936,PR6005.A418M5,10383209,enk,001025135,poe,1936,,Mithraic emblems
"Afrika, Tatamkulu.",s,uc1.$b444783,    ,,/Volumes/TARDIS/work/hathifiles/secondcounts/uc1.$b444783.basic.json.bz2,Poetry,"Bellville, South Africa|Mayibuye Books|1994.",1994,PR9369.3.A37M36 1994,32480393,sa ,004359658,poe,1994,,Maqabane
