docid,author,datetype,enddate,enumcron,filepath,genres,imprint,imprintdate,locnum,oclc,place,recordid,sampledas,startdate,subjects,title,volgenre
mdp.39015052394445,"(Christina Marie) Hollis, Christina M.",s,    ,,,Bibliographies|Autobiography|NotFiction,"Galena, Ill.|Genesis Publications|c1993.",1993,HQ77.8.H66A3 1993,31294990,ilu,003516430,,1993,"(Christina Marie)|Transsexuals|Biography|United States|Hollis, Christina M",Beyond belief : | the discovery of my existence / | $c: by Christina M. Hollis.,rin
mdp.39015034009624,"Drummond, Cherry.",s,    ,,,NotFiction,London|Institute of Marine Engineers|c1994.,1994,,32219614,enk,002976462,,1994,"Women and the sea|Marine engineers|Merchant marine|1894?-1980|Biography|Drummond, Victoria A|History|Great Britain|(Victoria Alexandrina)","The remarkable life of Victoria Drummond, marine engineer / | $c: Cherry Drummond.",rin
inu.30000048114981,"Sang, Ye,",s,    ,,,NotFiction|ContainsBiogMaterial,"St. Lucia, Queensland|University of Queensland Press|Portland, Or.|Distributed in the USA and Canada by International Specialized Book Services|1996.",1996,DU122.C9S26 1996,36060089,at ,006046117,,1996,Australia|Immigrants|Biography|Emigration and immigration|Chinese,The year the dragon came = | long lai di zhe yi nian / | $c: Sang Ye.,rin
wu.89098878218,"Roe, Frances Marie Antoinette Mack.",r,1909,,,NotFiction|Bibliographies|Autobiography,Lincoln|University of Nebraska Press|c1981.,1981,,7550687,nbu,005789605,,1981,"Description and travel|West (U.S.)|Army spouses|Biography|Military life|Correspondence|Frontier and pioneer life|Roe, Frances Marie Antoinette Mack|United States|Army","Army letters from an officer's wife, 1871-1888 / | $c: by Frances M.A. Roe ; introduction by Sandra L. Myres ; illustrated by I.W. Taber.",rin
uc1.$b58826,"Hides, Jack Gordon,",r,1935,,,NotFiction,"London|Glasgow|Blackie & Son, Limited|1935",1935,DU740.H5 1935a,11643102,enk,006577348,,1935,Papuans|Description and travel,"Through wildest Papua, | $c: by J.G. Hides, A.R.M.",rin
mdp.39015002612359,"Carter, Vincent O.,",s,    ,,,Autobiography|NotFiction,New York|John Day Co.|1973,1973,E185.97.C3A32,516358,nyu,000339892,,1973,"1924-|Description and travel|Carter, Vincent O","The Bern book; | a record of a voyage of the mind, | $c: by Vincent O. Carter.",rin
uc1.b4362878,"McAughtry, Sam.",s,    ,,,Autobiography|NotFiction,"Belfast, Northern Ireland|Dover, N.H.|Blackstaff Press|1985.",1985,,12692413,nik,000664822,,1985,"Biography|World War, 1939-1945|Great Britain|Personal narratives, Irish|McAughtry, Sam|Royal Air Force",McAughtry's war / | $c: Sam McAughtry.,rin
mdp.39015036725227,"Laffin, John.",s,    ,,,Biography|NotFiction,Gloucester|A. Sutton|1984.,1984,,11996445,enk,000368187,,1984,"Biography|Prisoners of war|Arlington, Leonard|France|World War, 1939-1945|Underground movements|Great Britain|Prisoners and prisons",The man the Nazis couldn't catch / | $c: John Laffin.,rin
mdp.39015012430081,"Cauffiel, Lowell.",s,    ,,,Biography|NotFiction,New York|Doubleday|c1988.,1988,HV6533.M5C38 1988,17385934,nyu,000928646,,1988,"Biography|Murder|Case studies|Victims of crimes|Canty, W. Alan|Michigan|d. 1985","Masquerade : | a true story of seduction, compulsion, and murder / | $c: Lowell Cauffiel.",rin
uc1.b4507325,"Rossi, Vittorio G.,",s,    ,,,NotFiction,London|H. Joseph|1937,1937,DP42.R663,10479762,enk,006252708,,1937,Social life and customs|Description and travel,Spaniards' way (Via degli spagnoli) | $c: by Vittorio G. Rossi; translated from the original Italian by James Cleugh.,rin
uc1.32106019804605,"Robbins, Mary Susannah,",s,    ,,,NotFiction|Autobiography,"Lanham, MD|Lexington Books|c2008",2008,CT275.R716A3 2008,236117289,mdu,007150539,,2008,"Pacifists|1946-|Biography|Robbins, Mary Susannah|Women poets, American|Poets, American|Women pacifists|United States","Earth, air, fire, and water : | a memoir of the Sixties and beyond / | $c: Mary Susannah Robbins",rin
mdp.39015072451878,"Cameron, Kenneth,",s,    ,v.28,,UnknownGenre,Cambridge [Eng.|University Press|1959.,1959,,3813445,enk,002041301,,1959,"Etymology|Names|English language|Derbyshire|Names, Geographical|England",The place-names of Derbyshire.,rin
inu.32000007389473,"Burney, Fanny,",r,1941,,,NotFiction|Bibliographies|Autobiography,London|J.M. Dent & Sons ltd.|New York|E.P. Dutton & Co. inc.|1950,1950,,10144782,enk,006058467,,1950,,The diary of Fanny Burney.,rin
inu.30000066042171,"Milne, Christopher,",s,    ,,,NotFiction|Autobiography,New York|Dutton Books|c1998.,1998,PR6025.I65Z79 1998,,nyu,009398129,,1998,"1920-|Boys in literature|England|Fathers and sons|Great Britain|Winnie-the-Pooh (Fictitious character)|1882-1956|Milne, A. A|Authors, English|Biography|History|Milne, Christopher|Booksellers and bookselling|Family relationships|(Alan Alexander)|20th century|Family",Beyond the world of Pooh : | selections from the memoirs of Christopher Milne / | $c: edited by A.R. Melrose ; with an introduction by Lesley Milne.,rin
ien.35556030163174,,s,    ,B1,,UnknownGenre,1991.,1991,,,xxu,012176163,,1991,,Big Cypress National Preserve General Management Plan (GMP) : | environmental impact statement.,rin
mdp.35112203143195,,m,9999,"Bk. 56,56A,57,57A 2003",,NotFiction|Legislation,St. Paul|West Pub. Co.|1916-,1916,KFN5030.A25N49 1916x,183302662,mnu,010410545,,1916,Law|New York (State),McKinney's consolidated laws of New York annotated,rin
wu.89066308354,"Shaver, Hilda.",s,    ,v.1,,NotFiction,"S.l.|s.n.|1985?|(Colorado Springs, Colo.|Pikes Peak Printing)",1985,,12824067,xx ,005756360,,1985,Shaver family,"The Peter Shaver family : | (son of John and Mary Blackwelder Shaver) / | $c: compiled by Hilda ""Jo"" Shaver.",rin
pst.000011951483,,s,    ,summary,,NotFiction,Pittsburgh|Southwestern Regional Planning Commission|1980.,1980,,13735264,xx ,007999928,,1980,Pennsylvania|Allegheny County|Local transit,"Allegheny Valley pilot corridor TSM study : | Pittsburgh, Pennsylvania, October, 1980, executive summary / | $c: Study consultant : Wilbur Smith Associates. Sponsored by Southwestern Pennsylvania Regional Planning Commission and the city of Pittsburgh.",rin
mdp.39015021197754,"Nelson, Ron,",s,    ,,,UnknownGenre,United States|Boosey & Hawkes|c1989.,1989,,21799145,xxu,002434447,,1989,"Scores|Musical settings|Tennyson, Alfred Tennyson|1809-1892|Choruses, Secular (Men's voices) with instrumental ensemble|Baron","Break, break, break : | from Three pieces after Tennyson : for TTBB chorus, piano 4-hands & instruments / | $c: music by Ron Nelson ; words by Alred, Lord Tennyson.",rin
uc1.31822031040181,"Strehl, Dan",s,    ,,,NotFiction|Cookbooks,"Pasadena, [Calif.|Weather Bird Press|2000",2000,,45352202,cau,010746380,,2000,"Cooking, Mexican|Sausages|Cooking (Sausages)",The manufacture & uses of chorizo / | $c: by Dan Strehl,rin
pst.000011545798,,s,    ,,,NotFiction,"Philadelphia, Pa.|Philadelphia City Planning Commission|1969].",1969,,21751913,xx ,007514887,,1969,Urban renewal|Pennsylvania|Philadelphia,Philadelphia redevelopment areas.,rin
uc1.l0061461836,,s,    ,,,NotFiction,"Washington, D.C.|Public Health Foundation|1989.",1989,,20433975,dcu,010661119,,1989,"Statistics|Economics, Medical|Public Health|United States",1989 public health chartbook.,rin
uc1.31822004525572,"Storr, Paul,",s,    ,,,NotFiction,Memphis|Brooks Memorial Art Gallery|1968,1968,,3838250,tnu,010676392,,1968,"Brooks Memorial Art Gallery|Memphis, Tenn|Moss, Lillian|Moss, Morrie A","Mr. and Mrs. Morrie A. Moss collection of Paul Storr silver, 1771- 1843 : [Supplement] : | $c: Exhibition, March-April, 1968",rin
mdp.39015007214078,,s,    ,,,NotFiction,Savannah|Historic Savannah Foundation|Junior League of Savannah|1979.,1979,,5183433,gau,000732556,,1979,"Savannah|Historic buildings|Georgia|Buildings, structures, etc","Historic Savannah : | survey of significant buildings in the historic and Victorian districts of Savannah, Georgia / | $c: edited by Mary L. Morrison.",rin
inu.30000054043835,"Jarman, Mark.",s,    ,,,NotFiction,Ipswich|Arcade Press|1997.,1997,,39678162,enk,007593789,,1997,Poetry,Suffolk / | $c: Mark Jarman.,rin
uc1.b3210559,"Harrell, Betsy.", ,    ,,,UnknownGenre,Ankara|Redhouse Press|1981,1981,,,tu ,010044931,,    ,,Anatolian knitting designs,rin
uc1.31822034421826,,s,    ,,,NotFiction,Los Angeles|The Gallery|1973,1973,,6319311,cau,010675124,,1973,"Duquette, Tony","Tony Duquette, a personal culture : | Municipal Art Gallery, December 1-January 23",rin
uc1.$b156351,"Page, Walter Hines,",s,    ,,,NotFiction,"Garden City, N. Y.|Doubleday, Page & company|1924.",1924,PS3531.A24C5 1924,2382972,nyu,000247701,,1924,,"Walter H. Page's Christmas letter to his grandson, | $c: with an introductory note by Burton J. Hendrick.",rin
ien.35556030141030,,s,    ,Dsup,,UnknownGenre,1978.,1978,,,xxu,011932181,,1978,,"Abbott Drive conversion, Omaha : | environmental impact statement.",rin
coo.31924002812497,"Rector, Carolyn Kenny,",s,    ,,,NotFiction,"San Pedro, Calif.|Whitlow's Book Store|c1960",1960,,10818957,cau,009109372,,1960,African violets|Varieties,African violet variety list.,rin
pst.000019131832,,s,    ,,,NotFiction,"Sharon, Pa.|1958.",1958,,79908376,xx ,009808340,,1958,Census,Census tract directory : | the Shenango Valley.,rin
mdp.39015018502727,,s,    ,v.1,,NotFiction|Statistics,Madras|Govt. of Tamil Nadu|1983,1983,HA4587.T35T67 1983,21029857,ii ,002184314,,1983,Tamil Nadu|Population | Statistics|Dalits|Scheduled tribes | Statistics|Census|Statistics|India|1981,"Total population and population of scheduled castes and scheduled tribes in municipalities, 1981 census.",rin
mdp.39015003985077,"Hills, P. J. (Philip James)",s,    ,,,NotFiction|Bibliographies,London|Croom Helm|1976.,1976,LB2322.H541 1976,2606007,enk,000126727,,1976,"Self-culture|Education, Higher|Aims and objectives|Study skills",The self-teaching process in higher education / | $c: [by] P. J. Hills.,rin
mdp.39015003275784,"Creshaw, Tara Dabney.",s,||||,,,UnknownGenre,1983.,1983,,68791775,xx ,003912818,,1983,Streets,A perceptual analysis of movement in the street : | a thesis submitted in partial fulfillment ... for the degree of Master of Landscape Architecture ... / | $c: by Tara Dabney Crenshaw.,rin
mdp.39015023130910,"Johnson, James David,",s,    ,,,UnknownGenre,"Wheaton, Ill.|Traction Orange Co.|1964.",1964,,4048439,ilu,002017871,,1964,Electric railroads|Street-railroads|Illinois|Chicago|Cars,"A century of Chicago streetcars, 1858-1958; | a pictorial history of the world's largest street railway. | $c: Compiled by James D. Johnson. Photos. and other illus. by Thomas Hollister, unless otherwise credited. Paintings: Robert T. Pernau.",rin
wu.89060713302,"Scott, J. L.",s,    ,,,NotFiction|Bibliographies,"Lynchburg, Va.|H.E. Howard|c1997.",1997,,37150054,vau,009535999,,1997,"History | Registers|Army|History | Regimental histories|Virginia|Virginia Infantry Regiment, 60th|Confederate States of America|Soldiers|Genealogy|Civil War, 1861-1865",60th Virginia Infantry / | $c: J.L. Scott.,rin
wu.89058277401,"Munnell, Michael D.",s,    ,,,NotFiction|Bibliographies,"Duluth, Minn., U.S.A.|Chippewa Heritage Publications|c1993",1993,E99.C6M876 1993,30314042,mnu,007962482,,1993,Ojibwa Indians|Wisconsin|Marriage records|Ashland County (Wis.)|Ashland County|Genealogy,"American Indian marriage record directory for Ashland County, Wisconsin, 1874-1907 / | $c: [edited by] Michael D. Munnell.",rin
uc1.l0098202377,"Walter, Georgia Ann.",s,    ,,,Bibliographies|NotFiction,"Kirksville, Mo.|Kirksville College of Osteopathic Medicine|c1981.",1981,RZ321.W26 1981,7940401,mou,010662274,,1981,history|Osteopathic Medicine,Osteopathic medicine : | past and present / | $c: by Georgia Ann Walter.,rin
mdp.39076006420991,,s,    ,,,Bibliographies|NotFiction,"Waltham, Mass.|Chronica Botanica Co.|1953.",1953,"QK1.C55 vol. 14, no. 3",665422,mau,001692914,,1953,Plants|Classification,"Plant genera, their nature and definition : | a symposium / | $c: by G.H.M. Lawrence ... [et al.] ; with an introductory essay on Generic synopses and modern taxonomy by Theodor Just.",rin
pst.000019883267,"Lee, Kay.",n,    ,,,NotFiction,"Rockville, Md.|American Occupational Therapy Association, Inc.|c1990.",1990,,27997094,xx ,009819047,,    ,Shoulder|Elbow|Wrist|Rehabilitation|Wounds and injuries,"Home rehabilitation exercises : | shoulder, elbow, forearm, wrist / | $c: Kay Lee, Shirley Marcus.",rin
inu.30000076401912,,s,    ,,,NotFiction,Geneva|International Labour Organisation|1988?].,1988,,47203267,sz ,010584815,,1988,Industrial safety,A blueprint for action against industrial disasters / | $c: ILO.,rin
uc1.$b39299,"Pownall, John Frederick.",s,    ,,,NotFiction,London|The author|1935?,1935,,27872421,enk,006567009,,1935,Transportation|Great Britain,Transport reform in Great Britain ... | $c: by J.F. Pownall.,rin
uc1.31822001728344,"Maude, H. C. (Honor C.)",s,    ,,,NotFiction|Bibliographies,Canberra|Homa Press : distributed by ANU Press|1978.,1978,GN671.S6M38,6356903,at ,006006315,,1978,Social life and customs|String figures|Solomon Islands|Solomon Islanders,Solomon Islands string figures : | from field collections made by Sir Raymond Firth in 1928-1929 and Christa de Coppet in 1963-1965 / | $c: by Honor Maude.,rin
uiug.30112019591749,"Taylor, Lee,",s,    ,v.684(1963),,NotFiction,"Lexington, Ky.|University of Kentucky Agricultural Experiment Station in cooperation with the Department of Rural Sociology, Louisiana State University|1963.",1963,,9663187,kyu,011459075,,1963,Population,Trends in the size and distribution of the Southern population / | $c: by M. Lee Taylor and Robert Roberts.,rin
mdp.39015004570837,"Griot, Gustav.",s,    ,,,NotFiction,New York|F. Ungar Pub. Co.|1952,1952,TG355.G75,3227847,nyu,001613020,,1952,Tables|Engineering,"Four-place influence line tables for moments, shears, and reactions in continuous beams over 2, 3, 4, and an infinite number of spans with stiffness ratios varying from 1:1 to 1:2 by increments of 0:1.",rin
inu.30000084544554,,s,    ,,,NotFiction,Indianapolis|State of Indiana Department of Public Welfare|1956.,1956,HV742.I6C538 1956,45663988,inu,009681790,,1956,Indiana|Child welfare,Child welfare services.,rin
mdp.39015020930544,"Camwell, W A",s,    ,pt.1,,UnknownGenre,London|I. Allan|1950,1950,,25925344,enk,001355272,,1950,Birmingham|Street-railroads|Bus lines|England,The ABC of Birmingham city transport.,rin
uiug.30112019941613,"Johnston, Alexander,",s,    ,v.348(1957),,NotFiction,"Laramie, Wyo.|Agricultural Experiment Station, University of Wyoming|1957.",1957,,9902559,wyu,011470952,,1957,Wool|Wyoming,Black fibers and white kemp in Wyoming wools / | $c: by Alexander Johnston and John T. Larsen.,rin
pst.000045215209,,s,    ,,,NotFiction,"Sharon, Pa.|1958.",1958,,77214627,xx ,012284721,,1958,Sharpsville|Industrial location|Pennsylvania|Industries,"Industrial site survey : | Borough of Sharpsville, Mercer County, Pennsylvania.",rin
mdp.35112102437938,,s,    ,,,NotFiction,n.p.|1958,1958,JN7042.N676 1958x,24254751,xx ,010412227,,1958,Nordic Council|Rules and practice,"Rules of procedure for the Nordic Council, as adopted by the Council, February 22, 1957",rin
uc1.b3971177,"Moid, A.",s,    ,,,Bibliographies|NotFiction,Karachi|Pakistan Bibliographical Working Group|1953,1953,Z3193.M6,5135184,pk ,001174997,,1953,Bibliography,"A guide to periodical publications and newspapers of Pakistan, | $c: by A. Moid and Akhtar H. Siddiqui.",rin
pst.000001658385,"Lux, Donald G.",s,    ,,,NotFiction,"Lake City, Minn.|O'Neil-Irwin Manufacturing Co.|1954?].",1954,,79867155,xx ,009422693,,1954,Metal-work|Metal-working machinery,Projects in general metalworking produced with Di-Acro precision metalworking machines.,rin
mdp.39076002159692,"Zaffo, George J.",s,    ,,,NotFiction|Juvenile audience,New York|Grosset & Dunlap|c1951.,1951,,1408185,nyu,009925613,,1951,Building|Juvenile literature|Road machinery|Construction equipment,The big book of real building and wrecking machines / | $c: by George J Zaffo.,rin
pst.000030165342,"Sakade, Florence.",m,1959,v.2,,NotFiction,"Tokyo|Rutland, Vt.|C. E. Tuttle Co.|1957-1959].",1957-1959,TT870.S25,316807931,xx ,007047814,,1957,Paper work,Origami : | Japanese paper folding.,rin
osu.32435015097793,,s,    ,,,NotFiction,"Rolla, Mo.|Missouri Dept. of Natural Resources, Division of Geology and Land Survey|1954.",1954,,11564477,mou,100821160,,1954,Oregon County|Missouri|Iron ores,"Brown iron ore locations of Oregon County, Missouri, investigated in 1953.",rin
osu.32435012995684,,s,    ,,,NotFiction,Columbus|1956.,1956,,8670882,ohu,100819504,,1956,Directories|Vocational education|Ohio,Directory of institutional training facilities under Public Law 346 and Public Law 550 approved by the State of Ohio Department of Education. | $c: 1956.,rin
uc1.b4321389,,s,    ,,,NotFiction,London|1952,1952,,13831077,enk,006218636,,1952,,"The gardens at Bodnant, Denbighshire.",rin
uc1.b3335702,"Love, Martha Corrine.",s,    ,,,NotFiction,New York|Greenwich Book Publishers|1958,1958,PS3523.O8238T5,18583368,nyu,007912671,,1958,,Thoughts in the garden of prayer; | religious poems.,rin
wu.89034689885,,s,    ,,,NotFiction,London|Printed by order of the Trustees of the British Museum|1953.,1953,QL537.S4B7,3161939,enk,001500376,,1953,Diptera|Simullidae|Ethiopia,"Simuliidae of the Ethiopian region,",rin
uc1.32106019430468,"Radin, Paul,",s,    ,,,NotFiction,Baltimore|Waverly Press|1950.,1950,,5096728,mdu,001645176,,1950,Texts|Religion|Winnebago language|Winnebago Indians|Rites and ceremonies,Winnebago culture as described by themselves. | The or[i]gin myth of the medicine rite : Three versions. | $c: The historical origins of the medicine rite.,rin
coo.31924090544622,,s,    ,,,NotFiction|Directories,"Milwaukee, WI|American Society for Virology|2003.",2003,QR355,53467080,wiu,009474846,,2003,Membership|Directories|American Society for Virology,Membership directory and by-laws / | $c: American Society for Virology.,rin
psia.ark:/13960/t9b57vb2j,,s,    ,,,Statistics|Directories|Bibliographies|NotFiction,"Washington, D.C.?|U.S. Department of Commerce, United States Travel Service|1976.",1976,G154 b .U5 1976,2576461,dcu,012142606,,1976,Tourism|Statistics|Directories|Travel agents|United States,Visit USA outlets abroad.,rin
mdp.39015029886309,,s,    ,,,Directories|NotFiction,"Pondicherry|Govt. of Pondicherry, Director of Industries|1989",1989,HF5239.P66D57 1989,26404139,ii ,002704587,,1989,Commerce | Directories|Industries|India|Directories|Pondicherry (Union Territory),Directory of industrial units.,rin
coo.31924000678379,,s,    ,,,NotFiction,Leningrad|Nauka|1979.,1979,,6775329,rur,009164521,,1979,Congresses|Botany,"List of participants / | $c: XII International Botanical Congress, Leningrad, 3-10 July 1975 ; [D. V. Lebedev, editor] = Spisok uchastnikov / XII Mezhdunarodnyǐ botanicheskiǐ kongress, Leningrad, 3-10 ii︠u︡li︠a︡ 1975.",rin
mdp.49015002779628,"Chance, John Barnes.",s,    ,,,UnknownGenre,New York|Boosey and Hawkes|c1972.,1972,,11614117,nyu,004591661,,1972,Band music|Scores,"Elegy, for concert band / | $c: John Barnes Chance.",rin
uiug.30112106786657,,s,    ,"1957-62 (W/O 1958,1961)",,Directories|NotFiction,Canberra|1962,1962,,36902280,at ,011451398,,1962,"Directories|Investments, American, in Australia|Corporations|Australia","Directory of United States investment in Australian manufacturing industry, 1962.",rin
uc1.32106015347989,"Nitti, John J",s,    ,,,NotFiction,"Hauppauge, N.Y.|Barron's Educational Series|c1995",1995,PC5145.A15 1995,32422604,nyu,007134724,,1995,Portuguese language|Tables|Verb,"501 Portuguese verbs : | fully conjugated in all the tenses, in a new easy-to-learn format, alphabetically arranged / | $c: by John J. Nitti, Michael J. Ferreira",rin
osu.32435003076361,"Revelli, William D. (William Donald),",s,    ,,,NotFiction,Boston|New York [etc.|Ginn and Company|c1939,1939,MT810.37.W6,2588301,mau,100821990,,1939,Instruction and study|Wind instruments|Bands (Music),"The world of music band course. | Teachers' book, | $c: by William D. Revelli ... Victor L.F. Rebmann ... [and] Charles B. Righter ",rin
mdp.39015035813404,,q,    ,1933 Apr,,Directories|NotFiction,Washington|U. S. Govt. print. off.|18 -19,"<estimate=""18 -19"">",UA26.A3,67878622,dcu,001720960,,||||,Army|Directories|United States,Officers of the army stationed in or near the District of Columbia ...,rin
mdp.39015061764463,,s,    ,,,Catalog|NotFiction,Ahmedabad|Hazrat PirMohammed Shah Library and Research Centre|2003.,2003,,54759166,ii ,004953227,,2003,"Ahmadābād|Manuscripts, Arabic|Catalogs|Manuscripts, Persian|Haz̤rat Pīr Muḥammad Shāh Dargāh Sharīf Kutub Ḵẖānah (Ahmadābād, India)|Manuscripts, Urdu|India","Title index of catalogues of Arabic, Persian & Urdu manuscripts / | $c: edited by Mohaiuddin Bombaywala, Mohammed Yusuf Vohra.",rin
inu.30000121325652,"Herman, Lee H.",s,    ,no.203,,NotFiction|Bibliographies,New York|American Museum of Natural History|c1991.,1991,QH1.A4 no. 203 1991,23808873,nyu,008570551,,1991,Insects|Classification|South America|Cylindroxystina|Central America,"Revision of the subtribe Cylindroxystina (Coleoptera, Staphylinidae, Paederinae) / | $c: Lee H. Herman.",rin
mdp.39015081140330,,m,9999,1931,,UnknownGenre,Sacramento|1886-,1886,,67905597,cau,002071114,,1886,,Annual reports of the Board of Dental Examiners of the State of California.,rin
mdp.39015064001905,,s,    ,,,UnknownGenre,Westminster|1958.,1958,,30231730,enk,002010722,,1958,Roses,Roses; | a selected list of varieties | $c: [by] Bertram Park. Produced by the Publications Committee of the National Rose Society.,rin
umn.31951p00120055z,"Williams, D. J. (Douglas John)",s,9999,pt.2,,NotFiction,"Wallingford, Oxon, UK|C.A.B. International Institute of Entomology|1988-",1988,,18628102,enk,009665150,,1988,Oceania|Scale insects,The scale insects of the tropical South Pacific region / | $c: D.J. Williams and Gillian W. Watson.,rin
umn.31951t00197341p,"Ananthasubramanian, K. S. (Kalpathy Subramania),",s,    ,,,NotFiction|Bibliographies|Catalog,Calcutta|Zoological Survey of India|1980.,1980,QL527.M45A5,8169693,ii ,009165075,,1980,Insects|Catalogs and collections|Classification|Membracidae|India,"Descriptions of a new genus and some new species of Membracidae (Homoptera) in the collections of the Zoological Survey of India / | $c: by K.S. Anathasubramanian ; edited by the Director, Zoological Survey of India, Calcutta.",rin
uc1.$b257322,,s,    ,,,NotFiction,"London|K. Paul, Trench, Trubner|1933.",1933,PE1073.5.Z9B5,2821942,enk,006506861,,1933,Basic English|Bible|1933|English|Texts|Selections,"Stories from the Bible, | put into Basic English ; | $c: by C. K. Ogden.",rin
uc1.32106007852715,"Coolidge, Clark,",s,    ,,,NotFiction,New York|Adventures in Poetry|Berkeley|distributed by Serendipity Books|c1975.,1975,,4466660,nyu,007105445,,1975,,Polaroid / | $c: by Clark Coolidge.,rin
umn.31951p00023479x,,s,    ,,,NotFiction|Indexes,"Bethesda, Md.|Congressional Information Service|1982.",1982,,8683133,mdu,009369200,,1982,Publication of proceedings|Congressional Information Service|Congress|United States|Government publications|Indexes,"Conversion table, SuDocs number to CIS/index and CIS/microfiche number, 1970-1979 / | $c: edited by Alice N. McGarvey ; compiled by students and staff of the Government Documents Service, Arizona State University.",rin
wu.89010945350,"Baumann, Reemt Rikkelds,",s,    ,2,,NotFiction|Bibliographies,1965.,1965,,48366435,xx ,005820113,,1965,"Concept learning|Mathematics|Psychological aspects|Study and teaching (Elementary)|Dissertations, Academic|Number concept in children|Education",Children's understanding of selected mathematical concepts in grades two and four.,rin
mdp.39015026833122,,m,9999,pt.3,,NotFiction|Catalog|Bibliographies,"Tokyo|University Museum, University of Tokyo|1981-",1981,DS69.T65T65 1981,12809773,ja ,000830737,,1981,Antiquities | Catalogs|Catalogs|Tōkyō Daigaku|Sōgō Kenkyū Shiryōkan,Catalogue of archaeological remains in the Department of Archaeology of Western Asia = | [Tōkyō Daigaku Sōgō Kenkyū Shiryōkan kōko bijutsu (Nishi Ajia) bumon shozō kōkogaku shiryō mokuroku].,rin
mdp.39015002181496,"Hamlyn, D. W.,",s,    ,,,NotFiction,London|Birkbeck College|1965,1965,,14547097,enk,000354727,,1965,Perception,"Seeing things as they are; | an inaugural lecture delivered at Birkbeck College, 27th May, 1965.",rin
mdp.39015068295800,"Shackle, G. L. S. (George Lennox Sharman),",s,    ,,,NotFiction,Cambridge [Eng.|University press|1952.,1952,QA40.5.S45,3156056,enk,000208261,,1952,Mathematics|Juvenile literature,Mathematics at the fireside; | some fundamentals presented to children.,rin
uc1.b4385422,"Parker, Tony.",s,    ,,,NotFiction|Bibliographies,London|Heinemann|1986.,1986,,14877858,enk,009512272,,1986,"Coal Strike, Great Britain, 1984-1985|Personal narratives",Red Hill : | a mining community / | $c: Tony Parker.,rin
pst.000004500247,"Buckley, Doris Heather.",s,    ,,,NotFiction,Los Angeles|Sherbourne Press|c1967].,1967,BF1261.2.B8,1178591,xx ,007505298,,1967,Spiritualism,Spirit communication for the millions.,rin
uiuo.ark:/13960/t1gj0r62p,"Richardson, Frank Howard,",@,@@@@,,,UnknownGenre,Atlanta|Tupper and Love|c1953,1953,,1283845,@@@,100698907,,1953,Girls,For girls only; | the doctor discusses the mysteries of womanhood.,rin
mdp.39015049806295,"MacLellan, Angus,",s,    ,,,Autobiography|NotFiction,London|Routledge & Paul|1962,1962,,7449871,enk,000153877,,1962,Social life and customs,The furrow behind me; | the autobiography of a Hebridean Crofter. | $c: told by Angus MacLellan. Translated [from the Gaelic] by John Lorne Campbell.,rin
mdp.39015051884784,,r,1872,v.6,,NotFiction,New York|AMS Press|1968.,1968,,38686073,nyu,000905991,,1968,"1865-1877|Reconstruction (U.S. history, 1865-1877)|History|Ku Klux Klan (19th century)","Report of the Joint select committee to inquire into the condition of affairs in the late Insurrectionary States ; made to the two houses of Congress February 19, 1872 ; [and Testimony taken.]",rin
mdp.39015063550969,"Dahl, Ludvig,",s,    ,,,NotFiction,London|Rider|1931,1931,,4774304,enk,000475623,,1931,Parapsychology|Spiritualism,We are here; | psychic experiences. | $c: [Translated from the Norwegian by Ole W. Dahl],rin
inu.30000117261176,"Bunyan, John,",s,    ,,,Fiction,"Norwalk, Conn.|Easton Press|c1979.",1979,PR3330.A1 1979,5963585,ctu,009397454,,1979,,The pilgrim's progress from this world to that which is to come : | delivered under the similitude of a dream / | $c: by John Bunyan ; illustrated with water-colors by William Blake.,rin
inu.30000077664740,"Joyce, Nan,",s,    ,,,NotFiction,"Dublin, Ireland|A. & A. Farmar|c2000.",2000,DX217.J68 2000,44388029,ie ,006928644,,2000,"Social life and customs|1940-|Joyce, Nan|Ireland|Romanies",My life on the road : | an autobiography / | $c: by Nan Joyce ; edited by Anna Farmar.,rin
pst.000043680634,"Stirling, James Hutchison,",s,    ,,,NotFiction,"Subuque, Iowa|Wm. C. Brown|1973].",1973,,316876279,xx ,007488743,,1973,"Hegel, Georg Wilhelm Friedrich|1770-1831","The secret of Hegel: being the Hegelian system in origin, principle, form and matter.",rin
mdp.39015060892356,"Kahn, Madeleine,",s,    ,,,NotFiction|Bibliographies,"Boulder, CO|Paradigm Publishers|c2005.",2005,LC197.K35 2005,57722476,cou,005029277,,2005,Women|Education (Higher)|Feminism and education|Oakland|California|Case studies,Why are we reading Ovid's handbook on rape? : | teaching and learning at a women's college / | $c: Madeleine Kahn.,rin
mdp.49015002930098,,s,    ,,,NotFiction,Little Rock|August House Publishers|1991.,1991,,40905728,aru,004710716,,1991,Social life and customs|American wit and humor|1971-|Humor,"Hometown humor : | over 300 jokes and stories from the porch swings, barber shops, corner cafes, and beauty parlors of America / | $c: [edited by] Loyal Jones and Billy Edd Wheeler.",rin
pst.000050816552,"Mester, Cathy Sargent.",s,    ,,,NotFiction,"Ann Arbor, MI|Prakken Publications|c1991.",1991,,24802540,xxu,012273373,,1991,Oral communication|Vocational school students|Education,Oral communication skills for vo-tech students : | a competency-based approach / | $c: Cathy Sargent Mester and Robert T. Tauber.,rin
